"Name","URL"
"Adenantheroxylon","http://ifpni.org/genus.htm?id=0A823E19-A786-418D-9385-AFAF5F48BE3A"
"Adenopeltis","http://ifpni.org/genus.htm?id=212423DD-8319-DB56-6BB8-139B8596E0A3"
"Adenopteris","http://ifpni.org/genus.htm?id=5DAFF035-8A7E-4197-8C52-EFD2432C1C1E"
"Adenopterygium","http://ifpni.org/genus.htm?id=22725A4C-00EB-48C6-91BC-269F19AAAF05"
"Adiantides","http://ifpni.org/genus.htm?id=D9515E46-F5EE-408E-BE37-1BCA21EA7C83"
"Adiantites","http://ifpni.org/genus.htm?id=77D7D4C9-DD0C-4B95-9EE1-8F140650E542"
"Adiantophyllum","http://ifpni.org/genus.htm?id=0F11D965-28D1-47D3-8A63-FB97E10FDF4D"
"Adiantopteridium","http://ifpni.org/genus.htm?id=E11784EB-17D9-4F2E-A3EE-72D35F9E25C5"
"Adiantopteris","http://ifpni.org/genus.htm?id=3B6D6371-26C7-404A-B243-55DAC7286833"
"Adiantopteris","http://ifpni.org/genus.htm?id=3DC68827-041A-44B2-B09F-8E1C69A5DB73"
"Adiantum","http://ifpni.org/genus.htm?id=4C9370B7-38FE-4E39-8B93-ED11AA025561"
"Adinandra","http://ifpni.org/genus.htm?id=61FC308F-5659-4E5C-8CF2-FD2495BD895D"
"Adinosporus","http://ifpni.org/genus.htm?id=5D441B78-23A6-1DF4-23C4-9882964BEED8"
"Adivisisporites","http://ifpni.org/genus.htm?id=4D629392-14A0-4A1B-9EA4-22BEA7D67EAE"
"Admolia","http://ifpni.org/genus.htm?id=50CD7939-3B17-4420-AC54-042DB7DD26E6"
"Adnatosphaeridium","http://ifpni.org/genus.htm?id=A5608094-67E3-45A9-A6E4-594B271FEE1B"
"Adoketophyton","http://ifpni.org/genus.htm?id=9AD7D72D-8062-4D83-AC33-B170645C16A8"
"Adorfia","http://ifpni.org/genus.htm?id=187CFF66-6AE8-4ED8-AEEF-094417404236"
"Adoxa","http://ifpni.org/genus.htm?id=B89ACC85-B6FC-BB23-9694-1448E8EB73BF"
"Adrophyllum","http://ifpni.org/genus.htm?id=F9D31C2D-5B04-49C7-8612-3DFF678ECF30"
"Aducta","http://ifpni.org/genus.htm?id=DFD6BF71-CFA3-4BC9-A091-7E1798BAEA18"
"Adven","http://ifpni.org/genus.htm?id=A248B455-8B60-4401-A673-1219E41738E0"
"Aecidites","http://ifpni.org/genus.htm?id=87B3B748-F98E-49D8-95DF-0C24E8CBD743"
"Aecidium","http://ifpni.org/genus.htm?id=EA59EDF3-B2E9-44F0-BD1E-C6CD131766A2"
"Aegianthus","http://ifpni.org/genus.htm?id=3F0D10F1-FAF2-4F1D-BDAD-4CCD45809F9B"
"Aenigmapollis","http://ifpni.org/genus.htm?id=53C85FC8-09FA-4B1D-9D45-A030436CF350"
"Aenigmatophyllum","http://ifpni.org/genus.htm?id=810081B2-4126-436A-AAB3-53391A64400F"
"Aeolisaccus","http://ifpni.org/genus.htm?id=E8DC0FC1-04E8-47E7-9473-BCB7F02670D3"
"Aequitriradisporites","http://ifpni.org/genus.htm?id=F1A793EF-C4BD-4283-8578-93F2AB8C3527"
"Aequitriradites","http://ifpni.org/genus.htm?id=904651EC-CA2C-4FA7-9D91-A32A5D303DE9"
"Aerocarpon","http://ifpni.org/genus.htm?id=8CC2CAFC-598A-022C-A377-44A849DDD0F4"
"Aerocortex","http://ifpni.org/genus.htm?id=85E5DCC5-092D-49FC-844B-760CE1EF464F"
"Aerophyllites","http://ifpni.org/genus.htm?id=07CF9163-3B73-FCF9-46CF-9ABF953829F6"
"Aerorhizos","http://ifpni.org/genus.htm?id=833E59D6-9F1D-42F9-B403-2613F81720F0"
"Aeschynomene","http://ifpni.org/genus.htm?id=321D96E0-2C71-0355-29E3-87B1A0EB07B3"
"Aeschynomenoxylon","http://ifpni.org/genus.htm?id=8A0C3FF3-375A-4858-8534-55286FD9BDB0"
"Aesculiidites","http://ifpni.org/genus.htm?id=50629A1F-9FF4-4A7C-8BE5-325C1F335CC9"
"Aesculiphyllum","http://ifpni.org/genus.htm?id=1430F251-2F33-4793-9560-D75A3871AA68"
"Aesculophyllum","http://ifpni.org/genus.htm?id=92A50CCC-82B0-4DCA-8F77-451B5B119D96"
"Aesculoxylon","http://ifpni.org/genus.htm?id=FE2FFD9E-EEAE-41DB-A246-94E005322796"
"Aesculus","http://ifpni.org/genus.htm?id=ED148202-8E1A-4849-8C40-18A0794B8FA0"
"Aetheotesta","http://ifpni.org/genus.htm?id=8334DB2A-B3AC-4B4A-9B78-F5BB62917464"
"Aethesolithon","http://ifpni.org/genus.htm?id=971287B3-DA3F-472C-9C5A-569C1D48C6F6"
"Aethiopites","http://ifpni.org/genus.htm?id=CA92ED85-ABF2-47B2-BC0C-A8E16961B747"
"Aethiotesta","http://ifpni.org/genus.htm?id=448EA36C-59CF-4E0B-8B57-2A47EFDDE9B6"
"Aethophillum","http://ifpni.org/genus.htm?id=52D638F4-6478-2B0F-9286-7B15A2943EF3"
"Aethophyllum","http://ifpni.org/genus.htm?id=0EE5E69A-0163-4AF1-B101-9BDB2219E8ED"
"Aethophyllum","http://ifpni.org/genus.htm?id=B2E1C381-F9B8-499E-B245-9C543317B027"
